100059,22/04/2018,01:05,47.22,6.1386,53.358599999999996
100060,22/04/2018,01:07,51.94,6.7522,58.6922
100061,22/04/2018,01:08,51.94,6.7522,58.6922
100062,22/04/2018,01:08,0.0,0.0,0.0
100063,22/04/2018,01:13,57.5,7.4750000000000005,64.975
100064,22/04/2018,01:15,51.94,6.7522,58.6922
100065,22/04/2018,01:26,61.94,8.0522,69.9922
100066,22/04/2018,01:26,61.94,8.0522,69.9922
100067,22/04/2018,01:27,28.98,3.7674000000000003,32.7474
100068,22/04/2018,01:27,28.98,3.7674000000000003,32.7474
100069,22/04/2018,01:32,67.92,8.829600000000001,76.7496
100070,22/04/2018,01:33,67.92,8.829600000000001,76.7496
100071,22/04/2018,01:33,47.95,6.2335,54.1835
100072,22/04/2018,01:35,51.94,6.7522,58.6922
100073,22/04/2018,01:35,113.88,14.8044,128.68439999999998
100074,22/04/2018,01:46,9.99,1.2987,11.2887
100075,22/04/2018,01:53,29.97,3.8961,33.866099999999996
100076,22/04/2018,01:53,29.97,3.8961,33.866099999999996
100077,22/04/2018,02:04,17.97,2.3361,20.3061
100078,22/04/2018,11:41,46.94,6.1022,53.042199999999994
100079,22/04/2018,11:56,5.99,0.7787000000000001,6.7687
100080,22/04/2018,11:57,29.25,3.8025,33.0525
100081,22/04/2018,12:01,17.97,2.3361,20.3061
100082,22/04/2018,12:03,29.97,3.8961,33.866099999999996
100083,22/04/2018,12:06,17.97,2.3361,20.3061
100084,22/04/2018,12:09,23.26,3.0238000000000005,26.283800000000003
100085,22/04/2018,12:11,23.26,3.0238000000000005,26.283800000000003
100086,22/04/2018,12:13,27.97,3.6361,31.606099999999998
100087,22/04/2018,12:34,29.25,3.8025,33.0525
100088,22/04/2018,12:44,17.97,2.3361,20.3061
100089,22/04/2018,12:47,35.24,4.581200000000001,39.821200000000005
100090,22/04/2018,12:50,35.96,4.6748,40.6348
100091,22/04/2018,14:20,35.24,4.581200000000001,39.821200000000005
100092,22/04/2018,14:22,51.94,6.7522,58.6922
100093,22/04/2018,14:22,51.94,6.7522,58.6922
100094,22/04/2018,14:22,113.88,14.8044,128.68439999999998
100095,22/04/2018,14:24,51.94,6.7522,58.6922
100096,22/04/2018,14:24,51.94,6.7522,58.6922
100097,22/04/2018,14:24,87.18,11.333400000000001,98.5134
100099,22/04/2018,14:28,51.94,6.7522,58.6922
100100,22/04/2018,14:29,61.94,8.0522,69.9922
100101,22/04/2018,14:48,35.24,4.581200000000001,39.821200000000005
100102,22/04/2018,15:21,45.96,5.9748,51.9348
100103,22/04/2018,15:22,64.94,8.4422,73.3822
100104,22/04/2018,15:25,100.18,13.0234,113.2034
100105,22/04/2018,15:25,118.15,15.3595,133.5095
100106,22/04/2018,15:27,35.24,4.581200000000001,39.821200000000005
100107,22/04/2018,15:30,53.21,6.9173,60.1273
100108,22/04/2018,15:36,61.94,8.0522,69.9922
100109,22/04/2018,15:42,54.22,7.0486,61.2686
100110,22/04/2018,15:43,67.2,8.736,75.936
100111,22/04/2018,15:47,9.99,1.2987,11.2887
100122,23/04/2018,11:36,36.95,4.8035000000000005,41.7535100123,23/04/2018,11:48,35.24,4.581200000000001,39.8212100123,23/04/2018,11:48,51.94,6.7522,58.69219999999999
100123,23/04/2018,11:49,61.94,8.0522,69.9922
100124,23/04/2018,12:08,17.97,2.3361,20.306099999999997
100125,23/04/2018,12:11,35.24,4.581200000000001,39.8212
100126,23/04/2018,12:12,40.95,5.32,46.27
100127,23/04/2018,12:13,97.18,12.63,109.81
100128,23/04/2018,12:14,29.25,3.80,33.05
100129,23/04/2018,12:49,45.94,5.97,51.91
100130,23/04/2018,12:53,35.94,4.67,40.61
100131,23/04/2018,12:53,27.97,3.64,31.61
100132,23/04/2018,12:56,12.98,1.69,14.67
100133,23/04/2018,12:56,27.97,3.64,31.61
100134,23/04/2018,12:57,42.24,5.49,47.73
100135,23/04/2018,12:59,45.94,5.97,51.91
100136,23/04/2018,12:59,55.94,7.27,63.21
100137,23/04/2018,13:01,31.96,4.15,36.11
100138,23/04/2018,13:02,31.96,4.15,36.11
100139,23/04/2018,13:02,31.96,4.15,36.11
100140,23/04/2018,13:10,140.14,18.22,158.36
100141,23/04/2018,13:14,45.94,5.97,51.91
100142,23/04/2018,13:17,51.23,6.66,57.89
100143,23/04/2018,13:18,27.97,3.64,31.61
100144,23/04/2018,13:24,45.94,5.97,51.91
100145,23/04/2018,13:24,45.94,5.97,51.91
100146,23/04/2018,13:25,17.97,2.34,20.31
100147,23/04/2018,13:27,35.96,4.67,40.63
100148,23/04/2018,13:27,37.97,4.94,42.91
100149,23/04/2018,13:29,35.96,4.67,40.63
100150,23/04/2018,13:29,61.23,7.96,69.19
100151,23/04/2018,13:31,79.90,10.39,90.29
100152,23/04/2018,13:34,45.94,5.97,51.91
100153,23/04/2018,13:35,17.97,2.34,20.31
100154,23/04/2018,13:39,18.98,2.47,21.45
100155,23/04/2018,13:40,27.97,3.64,31.61
100156,23/04/2018,14:44,23.26,3.02,26.28
100157,23/04/2018,14:49,23.26,3.02,26.28
100158,23/04/2018,14:52,27.97,3.64,31.61
100159,23/04/2018,14:54,17.97,2.34,20.31
100160,23/04/2018,14:56,23.26,3.02,26.28
100161,23/04/2018,19:40,17.97,2.34,20.31
100162,23/04/2018,19:42,61.94,8.05,69.99
100163,23/04/2018,19:46,69.91,9.09,79.00
100164,23/04/2018,20:32,27.97,3.64,31.61
100165,23/04/2018,20:35,35.24,4.58,39.82
100166,23/04/2018,20:37,35.24,4.58,39.82
100167,23/04/2018,20:58,45.94,5.97,51.91
100168,24/04/2018,10:52,45.94,5.97,51.91
100169,24/04/2018,10:55,17.97,2.34,20.31
100170,24/04/2018,19:19,36.95,4.80,41.75
100171,24/04/2018,19:23,41.96,5.45,47.41
100172,24/04/2018,19:28,65.94,8.57,74.51
100173,24/04/2018,19:32,185.08,24.06,209.14
100174,24/04/2018,19:35,97.18,12.63,109.81
100175,24/04/2018,19:38,97.18,12.63,109.81
100176,24/04/2018,19:44,97.18,12.63,109.81
100177,24/04/2018,19:45,97.18,12.63,109.81
100178,24/04/2018,19:46,97.18,12.63,109.81
100179,24/04/2018,19:48,97.18,12.63,109.81
100180,24/04/2018,19:50,97.18,12.63,109.81
100181,24/04/2018,19:51,97.18,12.63,109.81
100182,24/04/2018,19:53,149.12,19.39,168.51
100183,24/04/2018,19:54,120.16,15.62,135.78
100184,24/04/2018,19:58,55.94,7.27,63.21
100185,24/04/2018,19:59,27.97,3.64,31.61
100186,24/04/2018,20:08,113.88,14.80,128.68
100187,24/04/2018,20:09,91.90,11.95,103.85
100188,25/04/2018,08:40,191.79,24.93,216.72
